               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  69,            0.046112,             0.11789,                   0,             0.94085,             0.87168,             0.93575,             0.35126,            0.033699,            0.087064,                   0,            0.007756,            0.007756,            0.007756
                  70,            0.048093,             0.12149,                   0,             0.86748,             0.89676,             0.93804,             0.39094,            0.033446,            0.087534,                   0,            0.007723,            0.007723,            0.007723
                  71,            0.049576,             0.12102,                   0,             0.86142,              0.7664,             0.85468,             0.34058,            0.034063,            0.088841,                   0,             0.00769,             0.00769,             0.00769
                  72,            0.049534,             0.11855,                   0,             0.90774,             0.83562,             0.90728,             0.35965,            0.033054,            0.089213,                   0,            0.007657,            0.007657,            0.007657
                  73,            0.048296,             0.12105,                   0,             0.89197,             0.90487,              0.9475,             0.40271,            0.032985,            0.086415,                   0,            0.007624,            0.007624,            0.007624
                  74,            0.047658,             0.12014,                   0,             0.86133,             0.89041,             0.91723,             0.35689,            0.034952,            0.087647,                   0,            0.007591,            0.007591,            0.007591
                  75,            0.047302,              0.1156,                   0,             0.87563,             0.86808,              0.9034,             0.34687,            0.033829,            0.087769,                   0,            0.007558,            0.007558,            0.007558
                  76,            0.047911,             0.11945,                   0,             0.83836,             0.86301,             0.84229,             0.33495,            0.034627,            0.087849,                   0,            0.007525,            0.007525,            0.007525
                  77,            0.047515,             0.12169,                   0,             0.91165,             0.89041,              0.9488,             0.38451,            0.032541,            0.086578,                   0,            0.007492,            0.007492,            0.007492
                  78,            0.045891,             0.11889,                   0,             0.93804,             0.93151,             0.96883,             0.39412,            0.032619,             0.08607,                   0,            0.007459,            0.007459,            0.007459
                  79,            0.046772,             0.11631,                   0,             0.92489,             0.84347,             0.92434,             0.34071,            0.034537,            0.086368,                   0,            0.007426,            0.007426,            0.007426
                  80,            0.046606,             0.11892,                   0,             0.94188,             0.88807,             0.91237,             0.33846,            0.033655,            0.088412,                   0,            0.007393,            0.007393,            0.007393
                  81,            0.048034,             0.11647,                   0,             0.93665,             0.91781,             0.93473,             0.35166,             0.03566,            0.089296,                   0,             0.00736,             0.00736,             0.00736
                  82,            0.048556,             0.12052,                   0,             0.89845,             0.94521,             0.95424,             0.38493,            0.033807,            0.086523,                   0,            0.007327,            0.007327,            0.007327
                  83,            0.045484,             0.11828,                   0,             0.94341,              0.9136,             0.94226,             0.38775,             0.03257,             0.08695,                   0,            0.007294,            0.007294,            0.007294
                  84,            0.044401,             0.11421,                   0,             0.89125,             0.87671,             0.91665,             0.37103,            0.033162,            0.087657,                   0,            0.007261,            0.007261,            0.007261
                  85,            0.048942,             0.11841,                   0,             0.92487,             0.84325,             0.89794,             0.35843,            0.034149,            0.086693,                   0,            0.007228,            0.007228,            0.007228
                  86,            0.047734,             0.11817,                   0,             0.92978,             0.90691,             0.95384,             0.37897,            0.033391,            0.086651,                   0,            0.007195,            0.007195,            0.007195
                  87,            0.043829,             0.12106,                   0,             0.89331,             0.80822,             0.91705,             0.36435,            0.033444,            0.086344,                   0,            0.007162,            0.007162,            0.007162
                  88,             0.04531,             0.11894,                   0,             0.93473,             0.86301,             0.93325,              0.3465,            0.034146,            0.086569,                   0,            0.007129,            0.007129,            0.007129
                  89,               0.047,             0.11538,                   0,             0.75293,             0.79318,             0.79826,             0.27597,            0.037291,            0.088491,                   0,            0.007096,            0.007096,            0.007096
                  90,            0.042799,             0.11544,                   0,              0.8656,              0.8823,             0.88364,             0.34513,            0.033932,            0.088047,                   0,            0.007063,            0.007063,            0.007063
                  91,            0.047165,             0.11882,                   0,             0.94087,             0.87671,             0.94564,             0.37334,            0.032886,            0.084995,                   0,             0.00703,             0.00703,             0.00703
                  92,            0.045165,             0.12101,                   0,             0.90433,             0.91781,             0.93038,             0.38847,            0.032343,            0.085715,                   0,            0.006997,            0.006997,            0.006997
                  93,            0.048782,             0.11768,                   0,             0.81753,             0.72603,             0.77021,             0.31063,            0.036077,            0.090938,                   0,            0.006964,            0.006964,            0.006964
                  94,            0.048052,             0.11656,                   0,             0.87176,             0.82192,             0.88441,             0.36273,            0.033641,             0.08665,                   0,            0.006931,            0.006931,            0.006931
                  95,            0.046836,             0.11799,                   0,             0.89103,             0.90411,             0.93208,             0.36674,            0.033706,            0.087624,                   0,            0.006898,            0.006898,            0.006898
                  96,            0.047443,             0.11582,                   0,             0.91237,             0.85575,             0.92024,             0.37489,            0.033372,            0.085329,                   0,            0.006865,            0.006865,            0.006865
                  97,            0.044922,             0.11992,                   0,              0.8713,             0.83562,             0.91553,             0.33735,            0.034785,            0.087191,                   0,            0.006832,            0.006832,            0.006832
                  98,            0.048117,             0.11854,                   0,             0.90403,             0.90333,             0.93863,              0.3726,            0.032846,            0.087382,                   0,            0.006799,            0.006799,            0.006799
                  99,            0.043705,             0.11672,                   0,             0.84848,             0.86301,             0.86446,             0.32032,            0.035113,            0.088807,                   0,            0.006766,            0.006766,            0.006766
                 100,            0.045355,             0.12515,                   0,             0.90654,             0.89041,             0.93619,             0.35166,            0.033552,            0.087856,                   0,            0.006733,            0.006733,            0.006733
                 101,             0.04611,             0.11778,                   0,             0.87501,             0.84932,             0.89318,             0.33626,             0.03338,            0.088411,                   0,              0.0067,              0.0067,              0.0067
                 102,            0.046959,             0.12001,                   0,             0.90483,             0.82192,              0.8979,             0.35241,            0.033293,            0.089234,                   0,            0.006667,            0.006667,            0.006667
                 103,             0.04639,             0.11503,                   0,              0.8682,             0.90241,             0.92182,             0.37357,            0.033962,             0.08752,                   0,            0.006634,            0.006634,            0.006634
                 104,            0.048459,             0.11544,                   0,             0.95584,             0.88955,             0.93211,              0.3869,            0.032463,            0.084825,                   0,            0.006601,            0.006601,            0.006601
                 105,            0.045663,             0.11671,                   0,             0.87729,             0.84932,             0.88044,             0.32646,            0.035013,            0.086535,                   0,            0.006568,            0.006568,            0.006568
                 106,            0.044731,             0.11351,                   0,             0.91278,             0.86018,              0.9136,             0.36937,            0.033396,            0.085782,                   0,            0.006535,            0.006535,            0.006535
                 107,            0.047014,              0.1178,                   0,             0.87786,             0.88615,             0.88829,             0.35249,            0.033987,            0.086544,                   0,            0.006502,            0.006502,            0.006502
                 108,            0.045619,             0.11799,                   0,             0.91458,             0.88008,             0.93192,             0.38749,             0.03224,            0.086796,                   0,            0.006469,            0.006469,            0.006469
                 109,            0.046315,              0.1187,                   0,             0.91231,             0.93151,             0.96597,             0.39194,            0.033083,            0.087861,                   0,            0.006436,            0.006436,            0.006436
                 110,            0.046645,             0.11146,                   0,             0.88961,             0.89041,             0.94482,             0.37694,            0.033968,            0.087003,                   0,            0.006403,            0.006403,            0.006403
                 111,            0.047101,             0.11646,                   0,             0.90316,             0.89434,             0.91739,             0.37869,            0.033161,            0.085609,                   0,             0.00637,             0.00637,             0.00637
                 112,            0.046735,             0.11506,                   0,             0.90787,             0.89041,             0.92172,             0.33813,              0.0348,            0.087169,                   0,            0.006337,            0.006337,            0.006337
                 113,            0.045722,             0.11742,                   0,             0.86613,             0.89041,             0.92605,             0.39511,            0.033234,             0.08844,                   0,            0.006304,            0.006304,            0.006304
                 114,            0.045252,             0.11813,                   0,              0.8801,             0.94521,             0.94856,             0.38556,            0.032136,            0.088398,                   0,            0.006271,            0.006271,            0.006271
                 115,            0.045772,             0.11621,                   0,             0.84548,             0.82192,             0.88306,             0.36659,            0.033886,            0.088377,                   0,            0.006238,            0.006238,            0.006238
                 116,            0.046044,             0.11717,                   0,             0.88746,             0.87671,             0.91456,             0.36108,            0.033709,            0.087775,                   0,            0.006205,            0.006205,            0.006205
                 117,            0.047251,             0.12175,                   0,             0.85641,             0.86301,             0.87784,             0.36019,            0.032698,            0.085445,                   0,            0.006172,            0.006172,            0.006172
                 118,            0.046673,             0.11745,                   0,             0.86805,             0.86301,             0.91194,             0.33217,            0.034081,            0.088944,                   0,            0.006139,            0.006139,            0.006139
                 119,            0.045197,              0.1142,                   0,             0.94426,             0.92832,             0.96996,             0.39749,            0.031911,            0.086124,                   0,            0.006106,            0.006106,            0.006106
                 120,            0.044048,             0.12143,                   0,             0.91799,              0.9201,             0.96162,             0.40078,            0.031959,            0.086952,                   0,            0.006073,            0.006073,            0.006073
                 121,            0.048007,             0.11706,                   0,             0.89762,             0.93151,             0.95483,             0.39279,            0.032608,            0.086808,                   0,             0.00604,             0.00604,             0.00604
                 122,            0.044925,              0.1167,                   0,             0.92668,             0.86565,             0.95063,             0.39101,            0.032533,            0.087443,                   0,            0.006007,            0.006007,            0.006007
                 123,            0.045093,              0.1154,                   0,             0.90127,             0.89041,             0.94434,             0.38751,             0.03257,             0.08717,                   0,            0.005974,            0.005974,            0.005974
                 124,            0.044489,             0.11792,                   0,             0.91222,             0.85421,             0.92458,             0.36106,            0.034077,            0.087733,                   0,            0.005941,            0.005941,            0.005941
                 125,            0.043807,             0.11781,                   0,             0.92992,             0.90887,             0.95044,             0.39035,            0.032016,            0.085419,                   0,            0.005908,            0.005908,            0.005908
                 126,            0.046416,             0.12092,                   0,             0.91258,             0.87671,             0.90333,             0.38371,            0.033011,            0.086892,                   0,            0.005875,            0.005875,            0.005875
                 127,            0.041494,             0.11621,                   0,             0.91632,             0.91781,             0.94008,             0.37293,            0.032713,            0.085948,                   0,            0.005842,            0.005842,            0.005842
                 128,            0.043667,              0.1162,                   0,             0.89855,             0.84932,             0.90102,             0.35226,            0.033374,            0.086836,                   0,            0.005809,            0.005809,            0.005809
                 129,            0.041622,               0.115,                   0,             0.83388,             0.91781,             0.90515,             0.32738,            0.034325,            0.087065,                   0,            0.005776,            0.005776,            0.005776
                 130,            0.045674,             0.11371,                   0,             0.92819,             0.88532,             0.93242,             0.35489,            0.033626,            0.088785,                   0,            0.005743,            0.005743,            0.005743
                 131,            0.044943,             0.11757,                   0,             0.90997,             0.89041,              0.9223,             0.34913,            0.032502,            0.085877,                   0,             0.00571,             0.00571,             0.00571
                 132,            0.042283,             0.11534,                   0,              0.8884,             0.87239,             0.93401,             0.36656,             0.03234,            0.085343,                   0,            0.005677,            0.005677,            0.005677
                 133,            0.042868,             0.11653,                   0,             0.88609,             0.91781,             0.93751,             0.37365,            0.033221,            0.087468,                   0,            0.005644,            0.005644,            0.005644
                 134,            0.044737,             0.11884,                   0,             0.90373,             0.87671,             0.92394,             0.37184,            0.032659,            0.086409,                   0,            0.005611,            0.005611,            0.005611
                 135,            0.043009,             0.11145,                   0,             0.90826,              0.9589,             0.96196,             0.39222,            0.031778,             0.08602,                   0,            0.005578,            0.005578,            0.005578
                 136,            0.041527,             0.11699,                   0,             0.88008,             0.90478,             0.95697,             0.39059,            0.033073,            0.086461,                   0,            0.005545,            0.005545,            0.005545
                 137,            0.046798,             0.11517,                   0,             0.91633,             0.93151,             0.94972,             0.41214,            0.031382,            0.086476,                   0,            0.005512,            0.005512,            0.005512
                 138,            0.041118,             0.11801,                   0,             0.89772,             0.94521,             0.93994,             0.33293,            0.034263,            0.088377,                   0,            0.005479,            0.005479,            0.005479
                 139,            0.045926,             0.11807,                   0,             0.92981,             0.90737,             0.95166,             0.37483,            0.031917,            0.086935,                   0,            0.005446,            0.005446,            0.005446
                 140,            0.041706,             0.11396,                   0,             0.91891,             0.93138,             0.94206,             0.38242,            0.032188,            0.087413,                   0,            0.005413,            0.005413,            0.005413
                 141,            0.048495,             0.11891,                   0,             0.88239,             0.89041,             0.92712,             0.35686,            0.033617,            0.087283,                   0,             0.00538,             0.00538,             0.00538
                 142,            0.043783,             0.11966,                   0,             0.91765,              0.9726,              0.9668,             0.36953,             0.03302,            0.087255,                   0,            0.005347,            0.005347,            0.005347
                 143,            0.044596,             0.11565,                   0,             0.93094,             0.92334,             0.96985,             0.37958,            0.032522,            0.087954,                   0,            0.005314,            0.005314,            0.005314
                 144,            0.046996,             0.11684,                   0,             0.85033,             0.85617,             0.91778,             0.37871,            0.033144,            0.086828,                   0,            0.005281,            0.005281,            0.005281
                 145,            0.044527,             0.11494,                   0,             0.91454,             0.87965,             0.93773,             0.36453,            0.033515,            0.087171,                   0,            0.005248,            0.005248,            0.005248
                 146,            0.043808,             0.11604,                   0,             0.93659,             0.87671,             0.93302,             0.37502,            0.032917,            0.085973,                   0,            0.005215,            0.005215,            0.005215
                 147,            0.040883,             0.11683,                   0,             0.89967,             0.85987,             0.88986,             0.35502,            0.033237,            0.087274,                   0,            0.005182,            0.005182,            0.005182
                 148,            0.041828,             0.11593,                   0,             0.91453,             0.87949,             0.92978,             0.37806,            0.032765,            0.086615,                   0,            0.005149,            0.005149,            0.005149
                 149,            0.044137,             0.11694,                   0,             0.90501,             0.94521,             0.96562,              0.3958,            0.032915,            0.085332,                   0,            0.005116,            0.005116,            0.005116
                 150,            0.042788,             0.11494,                   0,             0.84817,             0.87671,             0.90871,             0.38174,             0.03314,            0.085921,                   0,            0.005083,            0.005083,            0.005083
                 151,            0.042792,             0.11728,                   0,              0.9054,             0.91779,             0.95264,             0.37914,            0.033134,            0.086242,                   0,             0.00505,             0.00505,             0.00505
                 152,            0.043274,             0.11874,                   0,             0.91964,             0.91781,             0.95945,             0.41822,            0.031493,            0.087381,                   0,            0.005017,            0.005017,            0.005017
                 153,            0.043875,             0.11529,                   0,             0.88898,             0.94521,             0.93579,             0.36046,            0.032601,            0.088096,                   0,            0.004984,            0.004984,            0.004984
                 154,            0.043661,             0.11534,                   0,             0.87445,             0.87671,             0.92044,              0.3931,            0.032629,            0.088817,                   0,            0.004951,            0.004951,            0.004951
                 155,            0.042423,             0.11654,                   0,             0.88647,             0.90411,             0.94693,              0.3992,            0.032174,            0.086893,                   0,            0.004918,            0.004918,            0.004918
                 156,            0.040836,             0.11715,                   0,             0.94213,             0.89204,             0.96043,              0.3915,            0.031843,               0.087,                   0,            0.004885,            0.004885,            0.004885
                 157,            0.041687,             0.11517,                   0,              0.9289,             0.86301,              0.9365,             0.39386,            0.032207,            0.084488,                   0,            0.004852,            0.004852,            0.004852
                 158,            0.042672,             0.11303,                   0,             0.92512,             0.89041,             0.94373,             0.37059,            0.033608,            0.086104,                   0,            0.004819,            0.004819,            0.004819
                 159,            0.040706,               0.119,                   0,             0.92787,             0.90411,             0.95978,             0.40071,            0.031876,            0.084994,                   0,            0.004786,            0.004786,            0.004786
                 160,            0.041196,             0.11504,                   0,              0.9283,             0.89041,             0.93253,             0.39877,            0.032084,            0.086213,                   0,            0.004753,            0.004753,            0.004753
                 161,            0.042713,             0.11404,                   0,             0.87857,             0.87671,             0.91044,             0.37406,            0.033143,            0.086969,                   0,             0.00472,             0.00472,             0.00472
                 162,            0.044269,             0.11753,                   0,             0.90803,             0.91781,             0.96081,             0.40567,            0.031508,            0.085819,                   0,            0.004687,            0.004687,            0.004687
                 163,            0.043797,             0.11785,                   0,              0.9146,             0.90411,             0.91383,             0.39726,            0.031592,             0.08575,                   0,            0.004654,            0.004654,            0.004654
                 164,            0.043739,             0.11271,                   0,              0.9426,             0.94521,              0.9637,               0.398,            0.032277,            0.085827,                   0,            0.004621,            0.004621,            0.004621
                 165,            0.044465,             0.11561,                   0,             0.92651,             0.91781,             0.94641,             0.39166,            0.031985,            0.085735,                   0,            0.004588,            0.004588,            0.004588
                 166,             0.04481,             0.11524,                   0,             0.91311,             0.89041,             0.93387,             0.38184,            0.032488,            0.085703,                   0,            0.004555,            0.004555,            0.004555
                 167,            0.042003,             0.12029,                   0,             0.93002,             0.91029,             0.93883,             0.39156,            0.031733,            0.086042,                   0,            0.004522,            0.004522,            0.004522
                 168,             0.04536,             0.11347,                   0,             0.91438,             0.87773,             0.94439,             0.38513,            0.031481,            0.085892,                   0,            0.004489,            0.004489,            0.004489
                 169,            0.044144,             0.11565,                   0,             0.94176,             0.93151,             0.96718,             0.37745,            0.032282,            0.085034,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.044453,             0.11368,                   0,             0.94452,             0.93286,             0.97187,             0.41168,            0.031461,            0.084501,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.042088,             0.11837,                   0,             0.93197,             0.87671,             0.90981,             0.32636,            0.034521,            0.088107,                   0,             0.00439,             0.00439,             0.00439
                 172,            0.041285,             0.12063,                   0,             0.94371,             0.93151,             0.96768,             0.41318,            0.031347,            0.085851,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.039775,             0.11624,                   0,             0.88315,             0.83562,             0.83722,             0.32089,            0.033978,            0.087301,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.041928,             0.12202,                   0,             0.91582,             0.89041,             0.95231,             0.39062,            0.032162,              0.0858,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.042398,             0.11634,                   0,             0.92147,             0.93151,             0.97375,             0.40684,            0.031369,             0.08463,                   0,            0.004258,            0.004258,            0.004258
